DATE	TYPE	TeamA	ConfA	TeamB	VenueA	RESULT	ResultA	Scores	split_1	split_2	ScoreA	ScoreB
2019-03-02	C	Wyoming	MWC	Air Force	H	L, 80-72	L	80-72	80	72	72	80
2018-12-08	N	Little Rock	SB	Central Arkansas	H	L, 85-82	L	85-82	85	82	82	85
2019-03-02	C	New Mexico	MWC	Colorado St.	H	W, 77-65	W	77-65	77	65	77	65
2018-12-16	N	Quinnipiac	MAAC	Drexel	N	L, 92-83	L	92-83	92	83	83	92
2019-03-21	T	Nevada	MWC	Florida	N	L, 70-61	L	70-61	70	61	61	70
2019-02-14	C	Grand Canyon	WAC	UMKC	A	L, 87-75	L	87-75	87	75	75	87
2018-12-19	N	Houston Baptist	Slnd	Miami FL	A	L, 80-73	L	80-73	80	73	73	80
2018-11-20	N	Lipscomb	ASun	TCU	A	W, 73-64	W	73-64	73	64	73	64
2019-03-09	C	New Mexico	MWC	Wyoming	A	L, 88-81	L	88-81	88	81	81	88
2019-03-07	C	North Carolina A&T	MEAC	North Carolina Centr	H	W, 74-52	W	74-52	74	52	74	52
2019-03-07	CT	North Florida	ASun	Liberty	A	L, 71-63	L	71-63	71	63	63	71
2018-11-28	N	Bucknell	Pat	Northeastern	H	L, 96-78	L	96-78	96	78	78	96
2019-01-19	C	Youngstown St.	Horz	Northern Kentucky	H	L, 82-74	L	82-74	82	74	74	82
2019-02-21	C	Pepperdine	WCC	Gonzaga	A	L, 92-64	L	92-64	92	64	64	92
2018-11-29	N	UC Santa Barbara	BW	Sacramento St.	H	W, 75-58	W	75-58	75	58	75	58
2018-12-18	N	San Jose St.	MWC	Stanford	A	L, 78-73	L	78-73	78	73	73	78
2018-12-01	N	Gardner Webb	BSth	Savannah St.	H	W, 97-60	W	97-60	97	60	97	60
2019-01-26	C	Louisiana Monroe	SB	South Alabama	H	L, 78-72	L	78-72	78	72	72	78
2019-01-31	C	South Dakota St.	Sum	Oral Roberts	A	W, 86-80	W	86-80	86	80	86	80
2018-12-05	N	Stony Brook	AE	Manhattan	A	W, 69-62	W	69-62	69	62	69	62
2018-12-30	C	William & Mary	CAA	Towson	H	W, 71-61	W	71-61	71	61	71	61
2019-02-23	C	Utah St.	MWC	Boise St.	A	W, 78-71	W	78-71	78	71	78	71
2019-02-14	C	UTSA	CUSA	Southern Miss	A	L, 78-71	L	78-71	78	71	71	78
2019-03-08	CT	Western Carolina	SC	VMI	N	L, 96-83	L	96-83	96	83	83	96
2018-11-18	N	Wofford	SC	Oklahoma	A	L, 75-64	L	75-64	75	64	64	75
2019-03-13	CT	Central Arkansas	Slnd	Texas A&M Corpus Chr	N	W, 73-53	W	73-53	73	53	73	53
2018-12-29	C	UNC Greensboro	SC	Chattanooga	H	W, 85-72	W	85-72	85	72	85	72
2019-03-02	C	Northern Illinois	MAC	Eastern Michigan	H	L, 75-69	L	75-69	75	69	69	75
2019-02-14	C	Cleveland St.	Horz	Illinois Chicago	H	L, 81-77	L	81-77	81	77	77	81
2018-12-29	N	Maine	AE	Rutgers	A	L, 70-55	L	70-55	70	55	55	70
2019-01-16	C	Lafayette	Pat	Navy	H	L, 85-77	L	85-77	85	77	77	85
2019-02-21	C	Loyola MD	Pat	Navy	H	W, 79-70	W	79-70	79	70	79	70
2018-11-16	N	Northern Iowa	MVC	Penn	N	L, 78-71	L	78-71	78	71	71	78
2019-01-05	C	San Diego	WCC	Pacific	H	W, 73-64	W	73-64	73	64	73	64
2018-12-29	N	Toledo	MAC	Penn	H	W, 77-45	W	77-45	77	45	77	45
2019-01-19	C	Pepperdine	WCC	Loyola Marymount	A	L, 74-70	L	74-70	74	70	70	74
2019-01-19	C	Robert Morris	NEC	Bryant	A	W, 79-65	W	79-65	79	65	79	65
2019-01-19	C	Tennessee Martin	OVC	Morehead St.	A	L, 85-77	L	85-77	85	77	77	85
2019-01-26	C	Georgia Southern	SB	Texas St.	H	W, 74-58	W	74-58	74	58	74	58
2019-02-16	C	UC Santa Barbara	BW	UC Irvine	A	L, 83-70	L	83-70	83	70	70	83
2019-02-21	C	Binghamton	AE	UMass Lowell	A	W, 81-66	W	81-66	81	66	81	66
2018-12-18	N	Buffalo	MAC	Syracuse	A	W, 71-59	W	71-59	71	59	71	59
2018-11-17	N	FIU	CUSA	Columbia	N	W, 98-87	W	98-87	98	87	98	87
2019-01-10	C	College of Charlesto	CAA	Drexel	H	L, 79-78	L	79-78	79	78	78	79
2019-01-12	C	East Tennessee St.	SC	Mercer	A	W, 72-68	W	72-68	72	68	72	68
2018-11-28	N	FIU	CUSA	Florida Gulf Coast	A	W, 81-80	W	81-80	81	80	81	80
2019-01-05	C	Georgia St.	SB	Texas St.	A	W, 73-69	W	73-69	73	69	73	69
2019-03-08	CT	Jacksonville St.	OVC	Murray St.	N	L, 76-74	L	76-74	76	74	74	76
2019-01-05	C	Florida Gulf Coast	ASun	Liberty	H	L, 81-63	L	81-63	81	63	63	81
2019-01-02	C	Southern Illinois	MVC	Missouri St.	H	W, 75-70	W	75-70	75	70	75	70
2019-01-12	C	Ohio	MAC	Ball St.	A	W, 70-52	W	70-52	70	52	70	52
2019-01-10	C	BYU	WCC	Portland	H	W, 79-56	W	79-56	79	56	79	56
2019-01-24	C	Northern Colorado	BSky	Southern Utah	H	W, 79-68	W	79-68	79	68	79	68
2018-11-17	N	Drake	MVC	Texas St.	H	W, 75-69	W	75-69	75	69	75	69
2018-12-19	N	Western Michigan	MAC	Dayton	A	L, 85-72	L	85-72	85	72	72	85
2018-12-29	C	Wofford	SC	Western Carolina	A	W, 74-54	W	74-54	74	54	74	54
2019-03-12	CT	South Alabama	SB	Arkansas St.	N	W, 75-67	W	75-67	75	67	75	67
2019-03-14	CT	Ball St.	MAC	Bowling Green	N	L, 99-86	L	99-86	99	86	86	99
2019-03-14	CT	North Carolina Centr	MEAC	Delaware St.	N	W, 75-57	W	75-57	75	57	75	57
2018-11-24	N	Florida A&M	MEAC	Loyola Marymount	A	L, 71-63	L	71-63	71	63	63	71
2019-03-07	C	Utah Valley	WAC	Grand Canyon	H	W, 82-70	W	82-70	82	70	82	70
2018-11-21	N	Siena	MAAC	Lehigh	H	L, 80-69	L	80-69	80	69	69	80
2019-01-09	C	Lafayette	Pat	Loyola MD	H	W, 85-70	W	85-70	85	70	85	70
2018-11-12	N	UMBC	AE	Manhattan	H	W, 75-52	W	75-52	75	52	75	52
2019-01-15	C	Nevada	MWC	Boise St.	A	W, 72-71	W	72-71	72	71	72	71
2019-02-26	C	San Jose St.	MWC	New Mexico	H	W, 89-82	W	89-82	89	82	89	82
2018-12-30	C	Oakland	Horz	Youngstown St.	A	W, 76-74	W	76-74	76	74	76	74
2018-11-24	N	Saint Peter's	MAAC	North Texas	A	L, 75-66	L	75-66	75	66	66	75
2018-12-15	N	South Dakota St.	Sum	Nevada	A	L, 72-68	L	72-68	72	68	68	72
2018-11-11	N	St. Francis NY	NEC	Boston College	A	L, 74-69	L	74-69	74	69	69	74
2019-01-12	C	Towson	CAA	James Madison	A	L, 74-65	L	74-65	74	65	65	74
2018-11-18	N	Western Kentucky	CUSA	UCF	N	L, 78-62	L	78-62	78	62	62	78
2018-11-17	N	Bethune Cookman	MEAC	Miami FL	A	L, 78-70	L	78-70	78	70	70	78
2019-01-29	C	Boise St.	MWC	Colorado St.	A	W, 70-68	W	70-68	70	68	70	68
2019-03-05	C	Bowling Green	MAC	Akron	A	L, 91-67	L	91-67	91	67	67	91
2019-02-19	C	Colgate	Pat	Bucknell	H	W, 75-64	W	75-64	75	64	75	64
2019-03-19	P	Cal St. Northridge	BW	Utah Valley	A	L, 92-84	L	92-84	92	84	84	92
2018-12-21	N	Central Arkansas	Slnd	Oklahoma St.	A	L, 82-73	L	82-73	82	73	73	82
2018-11-10	N	College of Charlesto	CAA	Western Carolina	A	W, 77-74	W	77-74	77	74	77	74
2019-01-10	C	Eastern Kentucky	OVC	Tennessee St.	A	L, 82-81	L	82-81	82	81	81	82
2019-03-08	C	Toledo	MAC	Eastern Michigan	H	W, 64-58	W	64-58	64	58	64	58
2018-11-24	N	Fairfield	MAAC	Seattle	A	L, 83-80	L	83-80	83	80	80	83
2018-12-18	N	Florida A&M	MEAC	Oregon	A	L, 71-64	L	71-64	71	64	64	71
2019-02-21	C	South Dakota St.	Sum	Fort Wayne	H	W, 92-83	W	92-83	92	83	92	83
2019-01-12	C	Green Bay	Horz	Oakland	A	L, 90-78	L	90-78	90	78	78	90
2018-12-19	N	Hofstra	CAA	Stony Brook	A	W, 71-64	W	71-64	71	64	71	64
2019-03-13	CT	Southern Utah	BSky	Idaho St.	N	W, 94-80	W	94-80	94	80	94	80
2019-01-10	C	Louisiana Lafayette	SB	Georgia St.	A	L, 89-76	L	89-76	89	76	76	89
2019-01-23	C	Hartford	AE	New Hampshire	H	W, 74-39	W	74-39	74	39	74	39
2018-11-24	N	Troy	SB	North Alabama	H	W, 77-58	W	77-58	77	58	77	58
2018-11-09	N	Harvard	Ivy	Northeastern	H	L, 81-71	L	81-71	81	71	71	81
2018-12-01	N	Northern Colorado	BSky	Wyoming	A	W, 85-80	W	85-80	85	80	85	80
2019-03-19	T	Prairie View A&M	SWAC	Fairleigh Dickinson	N	L, 82-76	L	82-76	82	76	76	82
2019-02-27	C	Gardner Webb	BSth	Presbyterian	H	W, 78-70	W	78-70	78	70	78	70
2018-11-21	N	Rice	CUSA	BYU	A	L, 105-78	L	105-78	105	78	78	105
2019-02-09	C	Santa Clara	WCC	San Francisco	A	L, 78-72	L	78-72	78	72	72	78
2018-12-20	N	Savannah St.	MEAC	Tennessee Tech	A	L, 91-80	L	91-80	91	80	80	91
2018-12-01	N	Southern Illinois	MVC	SIU Edwardsville	A	W, 82-61	W	82-61	82	61	82	61
2018-12-22	N	Quinnipiac	MAAC	Stony Brook	H	L, 76-73	L	76-73	76	73	73	76
2018-11-21	N	Utah St.	MWC	Arizona St.	N	L, 87-82	L	87-82	87	82	82	87
2019-03-06	CT	Oakland	Horz	Youngstown St.	H	W, 88-84	W	88-84	88	84	88	84
2018-12-20	N	North Texas	CUSA	Arkansas Pine Bluff	H	W, 77-66	W	77-66	77	66	77	66
2018-12-01	N	Boise St.	MWC	Grand Canyon	A	L, 69-67	L	69-67	69	67	67	69
2019-01-22	C	Eastern Michigan	MAC	Bowling Green	H	L, 80-67	L	80-67	80	67	67	80
2019-01-25	C	Buffalo	MAC	Kent St.	A	W, 88-79	W	88-79	88	79	88	79
2019-02-12	C	Central Michigan	MAC	Bowling Green	A	L, 79-72	L	79-72	79	72	72	79
2018-12-01	N	Cornell	Ivy	Syracuse	A	L, 63-55	L	63-55	63	55	55	63
2019-03-23	P	Texas St.	SB	FIU	H	L, 87-81	L	87-81	87	81	81	87
2019-02-16	C	New Mexico	MWC	Fresno St.	H	L, 81-73	L	81-73	81	73	73	81
2019-03-20	P	Harvard	Ivy	Georgetown	A	W, 71-68	W	71-68	71	68	71	68
2018-11-07	N	William & Mary	CAA	High Point	H	W, 79-69	W	79-69	79	69	79	69
2019-02-16	C	North Alabama	ASun	Liberty	H	L, 80-70	L	80-70	80	70	70	80
2018-11-20	N	Toledo	MAC	Louisiana Lafayette	N	W, 77-64	W	77-64	77	64	77	64
2019-01-03	C	Monmouth	MAAC	Iona	A	L, 103-84	L	103-84	103	84	84	103
2018-11-14	N	Montana St.	BSky	Colorado St.	A	L, 81-77	L	81-77	81	77	77	81
2019-01-05	C	Austin Peay	OVC	Morehead St.	H	W, 81-67	W	81-67	81	67	81	67
2019-02-02	C	Morehead St.	OVC	Eastern Illinois	A	W, 84-78	W	84-78	84	78	84	78
2018-11-07	N	North Florida	ASun	Dayton	A	L, 78-70	L	78-70	78	70	70	78
2019-02-14	C	Northern Arizona	BSky	Portland St.	A	L, 103-94	L	103-94	103	94	94	103
2018-12-20	N	Ohio	MAC	Purdue	A	L, 95-67	L	95-67	95	67	67	95
2019-02-16	C	North Dakota	Sum	Oral Roberts	H	W, 85-73	W	85-73	85	73	85	73
2019-01-10	C	Wagner	NEC	Sacred Heart	H	W, 76-73	W	76-73	76	73	76	73
2019-02-14	C	Saint Mary's	WCC	Santa Clara	A	W, 66-55	W	66-55	66	55	66	55
2018-12-08	N	Robert Morris	NEC	Siena	H	L, 74-71	L	74-71	74	71	71	74
2019-02-14	C	Sacramento St.	BSky	Southern Utah	H	W, 84-73	W	84-73	84	73	84	73
2018-11-16	N	Texas A&M Corpus Chr	Slnd	UT Arlington	A	W, 73-67	W	73-67	73	67	73	67
2019-02-16	C	Texas Southern	SWAC	Grambling St.	A	W, 86-85	W	86-85	86	85	86	85
2018-12-22	N	Texas St.	SB	Arkansas	A	L, 73-70	L	73-70	73	70	70	73
2018-12-21	N	Troy	SB	UAB	A	W, 74-73	W	74-73	74	73	74	73
2019-03-02	C	UT Rio Grande Valley	WAC	UMKC	A	W, 75-70	W	75-70	75	70	75	70
2018-11-17	N	Eastern Michigan	MAC	Boston University	H	W, 80-62	W	80-62	80	62	80	62
2018-12-01	N	Fresno St.	MWC	Cal Poly	H	W, 76-67	W	76-67	76	67	76	67
2018-12-20	N	Cal St. Bakersfield	WAC	Portland St.	A	W, 76-71	W	76-71	76	71	76	71
2018-12-01	N	College of Charlesto	CAA	Charlotte	H	W, 72-64	W	72-64	72	64	72	64
2019-02-13	C	Holy Cross	Pat	Colgate	H	L, 74-70	L	74-70	74	70	70	74
2019-01-05	C	James Madison	CAA	College of Charlesto	H	W, 69-58	W	69-58	69	58	69	58
2019-01-30	C	Wyoming	MWC	Fresno St.	H	L, 75-62	L	75-62	75	62	62	75
2019-01-19	C	Georgia Southern	SB	South Alabama	A	W, 88-86	W	88-86	88	86	88	86
2018-12-15	N	Colgate	Pat	Marist	H	W, 82-66	W	82-66	82	66	82	66
2018-11-10	N	Miami OH	MAC	Butler	A	L, 90-68	L	90-68	90	68	68	90
2019-01-10	C	Quinnipiac	MAAC	Monmouth	H	W, 89-83	W	89-83	89	83	89	83
2019-01-19	C	Mount St. Mary's	NEC	Wagner	A	W, 70-56	W	70-56	70	56	70	56
2018-12-08	N	New Mexico St.	WAC	Kansas	A	L, 63-60	L	63-60	63	60	60	63
2019-01-19	C	Weber St.	BSky	Northern Colorado	H	W, 78-64	W	78-64	78	64	78	64
2018-12-01	N	Oakland	Horz	Xavier	A	L, 73-63	L	73-63	73	63	63	73
2018-11-16	N	Lehigh	Pat	Princeton	H	W, 72-57	W	72-57	72	57	72	57
2018-12-22	N	Sacred Heart	NEC	St. John's	A	L, 104-82	L	104-82	104	82	82	104
2019-01-21	C	Florida Gulf Coast	ASun	Stetson	H	W, 87-65	W	87-65	87	65	87	65
2019-01-03	C	Tennessee Martin	OVC	Eastern Illinois	A	L, 92-87	L	92-87	92	87	87	92
2018-11-23	N	Texas St.	SB	USC Upstate	N	W, 82-50	W	82-50	82	50	82	50
2019-03-09	CT	Towson	CAA	James Madison	N	L, 74-73	L	74-73	74	73	73	74
2019-01-09	C	Hartford	AE	UMBC	H	W, 66-64	W	66-64	66	64	66	64
2019-02-02	C	Western Carolina	SC	Samford	A	L, 92-81	L	92-81	92	81	81	92
2019-02-09	C	Boston University	Pat	Bucknell	A	L, 82-76	L	82-76	82	76	76	82
2019-02-15	C	Penn	Ivy	Dartmouth	H	W, 82-79	W	82-79	82	79	82	79
2019-02-09	C	North Dakota St.	Sum	Denver	H	W, 81-71	W	81-71	81	71	81	71
2018-12-28	C	Detroit	Horz	Youngstown St.	A	W, 78-66	W	78-66	78	66	78	66
2019-01-05	C	Murray St.	OVC	Eastern Kentucky	H	W, 97-85	W	97-85	97	85	97	85
2019-01-07	C	Howard	MEAC	Maryland Eastern Sho	A	W, 79-39	W	79-39	79	39	79	39
2018-12-22	N	UC Santa Barbara	BW	Idaho St.	H	W, 84-65	W	84-65	84	65	84	65
2019-01-12	C	Central Arkansas	Slnd	Lamar	H	W, 75-68	W	75-68	75	68	75	68
2019-03-05	CT	Hampton	BSth	Longwood	H	W, 77-71	W	77-71	77	71	77	71
2019-03-02	C	Northern Kentucky	Horz	Green Bay	A	W, 86-82	W	86-82	86	82	86	82
2018-12-04	N	James Madison	CAA	Radford	H	W, 73-66	W	73-66	73	66	73	66
2018-11-20	N	William & Mary	CAA	Radford	H	L, 81-72	L	81-72	81	72	72	81
2018-11-19	N	Robert Morris	NEC	Stetson	A	W, 81-72	W	81-72	81	72	81	72
2019-02-23	C	Texas Tech	B12	Kansas	H	W, 91-62	W	91-62	91	62	91	62
2018-11-06	N	Duke	ACC	Kentucky	N	W, 118-84	W	118-84	118	84	118	84
2019-01-15	C	Virginia	ACC	Virginia Tech	H	W, 81-59	W	81-59	81	59	81	59
2019-02-23	C	UCLA	P12	Oregon	H	W, 90-83	W	90-83	90	83	90	83
2019-01-31	C	Purdue	B10	Penn St.	A	W, 99-90	W	99-90	99	90	99	90
2019-02-02	C	Baylor	B12	TCU	H	W, 90-64	W	90-64	90	64	90	64
2019-02-09	C	Duke	ACC	Virginia	A	W, 81-71	W	81-71	81	71	81	71
2019-03-02	C	Purdue	B10	Ohio St.	H	W, 86-51	W	86-51	86	51	86	51
2019-02-19	C	Penn St.	B10	Nebraska	H	W, 95-71	W	95-71	95	71	95	71
2019-03-21	T	Minnesota	B10	Louisville	N	W, 86-76	W	86-76	86	76	86	76
2019-02-08	C	Saint Joseph's	A10	Saint Louis	H	W, 91-61	W	91-61	91	61	91	61
2019-03-22	T	Oklahoma	B12	Mississippi	N	W, 95-72	W	95-72	95	72	95	72
2019-03-23	T	Auburn	SEC	Kansas	N	W, 89-75	W	89-75	89	75	89	75
2019-02-16	C	Iowa St.	B12	Kansas St.	A	W, 78-64	W	78-64	78	64	78	64
2019-02-24	C	Michigan St.	B10	Michigan	A	W, 77-70	W	77-70	77	70	77	70
2019-03-02	C	Texas	B12	Iowa St.	H	W, 86-69	W	86-69	86	69	86	69
2018-12-08	N	California	P12	San Diego St.	H	W, 89-83	W	89-83	89	83	89	83
2019-04-08	T	Virginia	ACC	Texas Tech	N	W, 85-77	W	85-77	85	77	85	77
2018-11-21	N	Iowa St.	B12	San Diego St.	N	W, 87-57	W	87-57	87	57	87	57
2018-12-08	N	Butler	BE	Northern Illinois	H	W, 95-68	W	95-68	95	68	95	68
2019-02-02	C	Tennessee	SEC	Texas A&M	A	W, 93-76	W	93-76	93	76	93	76
2019-03-23	T	Purdue	B10	Villanova	N	W, 87-61	W	87-61	87	61	87	61
2019-03-07	C	Indiana	B10	Illinois	A	W, 92-74	W	92-74	92	74	92	74
2018-12-08	N	Nebraska	B10	Creighton	H	W, 94-75	W	94-75	94	75	94	75
2018-11-28	N	Virginia	ACC	Maryland	A	W, 76-71	W	76-71	76	71	76	71
2019-03-16	CT	Tennessee	SEC	Kentucky	N	W, 82-78	W	82-78	82	78	82	78
2019-01-28	C	Texas Tech	B12	TCU	H	W, 84-65	W	84-65	84	65	84	65
2018-11-18	N	Alabama	SEC	Wichita St.	N	W, 90-86	W	90-86	90	86	90	86
2019-02-23	C	Oregon	P12	UCLA	A	L, 90-83	L	90-83	90	83	83	90
2018-12-08	N	Mississippi St.	SEC	Clemson	N	W, 82-71	W	82-71	82	71	82	71
2018-12-15	N	Tennessee	SEC	Memphis	A	W, 102-92	W	102-92	102	92	102	92
2019-03-28	T	Purdue	B10	Tennessee	N	W, 99-94	W	99-94	99	94	99	94
2019-01-21	C	North Carolina	ACC	Virginia Tech	H	W, 103-82	W	103-82	103	82	103	82
2018-12-01	N	Creighton	BE	Gonzaga	H	L, 103-92	L	103-92	103	92	92	103
2019-03-30	T	Purdue	B10	Virginia	N	L, 80-75	L	80-75	80	75	75	80
2019-03-29	T	Auburn	SEC	North Carolina	N	W, 97-80	W	97-80	97	80	97	80
2019-01-28	C	Duke	ACC	Notre Dame	A	W, 83-61	W	83-61	83	61	83	61
2018-12-19	N	Mississippi St.	SEC	Wofford	H	W, 98-87	W	98-87	98	87	98	87
2018-12-01	N	Oregon St.	P12	Missouri St.	H	W, 101-77	W	101-77	101	77	101	77
2019-02-05	C	North Carolina	ACC	North Carolina St.	H	W, 113-96	W	113-96	113	96	113	96
2019-01-15	C	Tennessee	SEC	Arkansas	H	W, 106-87	W	106-87	106	87	106	87
2019-03-12	CT	Notre Dame	ACC	Georgia Tech	N	W, 78-71	W	78-71	78	71	78	71
2019-01-09	C	Marquette	BE	Creighton	A	W, 106-104	W	106-104	106	104	106	104
2019-02-27	C	Virginia	ACC	Georgia Tech	H	W, 81-51	W	81-51	81	51	81	51
2019-01-30	C	SMU	Amer	Wichita St.	A	L, 85-83	L	85-83	85	83	83	85
2019-02-06	C	Fordham	A10	Massachusetts	A	W, 85-67	W	85-67	85	67	85	67
2019-03-02	C	Texas Tech	B12	TCU	A	W, 81-66	W	81-66	81	66	81	66
2019-01-09	C	Creighton	BE	Marquette	H	L, 106-104	L	106-104	106	104	104	106
2018-11-23	N	Massachusetts	A10	Nevada	N	L, 110-87	L	110-87	110	87	87	110
2018-11-19	N	Kansas St.	B12	Missouri	N	W, 82-67	W	82-67	82	67	82	67
2018-12-17	N	Utah	P12	Florida A&M	H	W, 93-64	W	93-64	93	64	93	64
2018-11-28	N	Creighton	BE	Montana	H	W, 98-72	W	98-72	98	72	98	72
2019-01-19	C	DePaul	BE	Seton Hall	A	W, 97-93	W	97-93	97	93	97	93
2018-12-15	N	North Carolina	ACC	Gonzaga	H	W, 103-90	W	103-90	103	90	103	90
2019-01-14	C	Kansas	B12	Texas	H	W, 80-78	W	80-78	80	78	80	78
2019-01-20	C	Iowa	B10	Illinois	H	W, 95-71	W	95-71	95	71	95	71
2019-03-14	CT	Iowa	B10	Illinois	N	W, 83-62	W	83-62	83	62	83	62
2019-03-05	C	Michigan St.	B10	Nebraska	H	W, 91-76	W	91-76	91	76	91	76
2018-11-09	N	Auburn	SEC	Washington	H	W, 88-66	W	88-66	88	66	88	66
2019-03-30	T	Virginia	ACC	Purdue	N	W, 80-75	W	80-75	80	75	80	75
2019-03-21	T	Baylor	B12	Syracuse	N	W, 78-69	W	78-69	78	69	78	69
2018-11-16	N	Virginia Tech	ACC	Northeastern	N	W, 88-60	W	88-60	88	60	88	60
2019-01-06	C	Michigan	B10	Indiana	H	W, 74-63	W	74-63	74	63	74	63
2019-01-29	C	Clemson	ACC	Pittsburgh	H	W, 82-69	W	82-69	82	69	82	69
2019-02-26	C	Syracuse	ACC	North Carolina	A	L, 93-85	L	93-85	93	85	85	93
2019-02-26	C	Virginia Tech	ACC	Duke	H	W, 77-72	W	77-72	77	72	77	72
2018-12-06	N	Iowa	B10	Iowa St.	H	W, 98-84	W	98-84	98	84	98	84
2019-03-29	T	Michigan St.	B10	LSU	N	W, 80-63	W	80-63	80	63	80	63
2018-12-15	N	Texas	B12	Grand Canyon	H	W, 98-60	W	98-60	98	60	98	60
2018-11-10	N	Butler	BE	Miami OH	H	W, 90-68	W	90-68	90	68	90	68
2019-01-26	C	Virginia	ACC	Notre Dame	A	W, 82-55	W	82-55	82	55	82	55
2018-11-27	N	Temple	Amer	Missouri	A	W, 79-77	W	79-77	79	77	79	77
2019-01-29	C	Tennessee	SEC	South Carolina	A	W, 92-70	W	92-70	92	70	92	70
2019-01-14	C	Texas	B12	Kansas	A	L, 80-78	L	80-78	80	78	78	80
2018-11-20	N	USC	P12	Missouri St.	N	W, 99-80	W	99-80	99	80	99	80
2019-02-26	C	North Carolina	ACC	Syracuse	H	W, 93-85	W	93-85	93	85	93	85
2019-02-12	C	Penn St.	B10	Michigan	H	W, 75-69	W	75-69	75	69	75	69
2018-12-15	N	Notre Dame	ACC	Purdue	N	W, 88-80	W	88-80	88	80	88	80
2018-11-18	N	Virginia Tech	ACC	Purdue	N	W, 89-83	W	89-83	89	83	89	83
2019-03-10	C	Indiana	B10	Rutgers	H	W, 89-73	W	89-73	89	73	89	73
2019-03-04	C	Virginia	ACC	Syracuse	A	W, 79-53	W	79-53	79	53	79	53
2019-01-11	C	Purdue	B10	Wisconsin	A	W, 84-80	W	84-80	84	80	84	80
2018-11-14	N	Indiana	B10	Marquette	H	W, 96-73	W	96-73	96	73	96	73
2019-03-14	CT	Auburn	SEC	Missouri	N	W, 81-71	W	81-71	81	71	81	71
2019-01-13	C	Michigan	B10	Northwestern	H	W, 80-60	W	80-60	80	60	80	60
2019-03-09	C	Tennessee	SEC	Auburn	A	L, 84-80	L	84-80	84	80	80	84
2018-11-18	N	Purdue	B10	Virginia Tech	N	L, 89-83	L	89-83	89	83	83	89
2018-12-21	N	Marquette	BE	Buffalo	H	W, 103-85	W	103-85	103	85	103	85
2019-02-16	C	Kentucky	SEC	Tennessee	H	W, 86-69	W	86-69	86	69	86	69
2018-12-05	N	Saint Joseph's	A10	Princeton	A	W, 92-82	W	92-82	92	82	92	82
2019-03-09	C	LSU	SEC	Vanderbilt	H	W, 80-59	W	80-59	80	59	80	59
2019-01-20	C	Boston College	ACC	Florida St.	H	W, 87-82	W	87-82	87	82	87	82
2018-11-27	N	Florida	SEC	North Florida	H	W, 98-66	W	98-66	98	66	98	66
2018-11-16	N	Louisville	ACC	Vermont	H	W, 86-78	W	86-78	86	78	86	78
2019-01-29	C	Kentucky	SEC	Vanderbilt	A	W, 87-52	W	87-52	87	52	87	52
2019-02-28	C	Xavier	BE	St. John's	A	W, 84-73	W	84-73	84	73	84	73
2019-02-13	C	UCF	Amer	South Florida	H	W, 78-65	W	78-65	78	65	78	65
2019-02-16	C	LSU	SEC	Georgia	A	W, 83-79	W	83-79	83	79	83	79
2019-01-01	C	Virginia Tech	ACC	Notre Dame	H	W, 81-66	W	81-66	81	66	81	66
2019-02-13	C	Seton Hall	BE	Georgetown	H	W, 90-75	W	90-75	90	75	90	75
2019-03-14	CT	Iowa St.	B12	Baylor	N	W, 83-66	W	83-66	83	66	83	66
2019-03-09	C	Mississippi St.	SEC	Texas A&M	H	W, 92-81	W	92-81	92	81	92	81
2019-01-31	C	Arizona St.	P12	Arizona	H	W, 95-88	W	95-88	95	88	95	88
2019-01-05	C	Michigan St.	B10	Ohio St.	A	W, 86-77	W	86-77	86	77	86	77
2019-02-02	C	Ohio St.	B10	Rutgers	H	W, 76-62	W	76-62	76	62	76	62
2019-01-08	C	Tennessee	SEC	Missouri	A	W, 87-63	W	87-63	87	63	87	63
2019-01-22	C	Villanova	BE	Butler	A	W, 80-72	W	80-72	80	72	80	72
2019-03-09	C	Seton Hall	BE	Villanova	H	W, 79-75	W	79-75	79	75	79	75
2018-11-21	N	Duke	ACC	Gonzaga	N	L, 89-87	L	89-87	89	87	87	89
2019-01-19	C	Kentucky	SEC	Auburn	A	W, 82-80	W	82-80	82	80	82	80
2018-12-05	N	Washington	P12	Gonzaga	A	L, 81-79	L	81-79	81	79	79	81
2019-01-18	C	Villanova	BE	Xavier	H	W, 85-75	W	85-75	85	75	85	75
2019-02-23	C	Kansas St.	B12	Oklahoma St.	H	W, 85-46	W	85-46	85	46	85	46
2019-02-09	C	Kansas	B12	Oklahoma St.	H	W, 84-72	W	84-72	84	72	84	72
2019-01-30	C	Villanova	BE	DePaul	A	W, 86-74	W	86-74	86	74	86	74
2019-03-15	CT	Florida St.	ACC	Virginia	N	W, 69-59	W	69-59	69	59	69	59
2018-12-29	N	Richmond	A10	South Alabama	A	W, 91-82	W	91-82	91	82	91	82
2018-12-05	N	Arkansas	SEC	Colorado St.	A	W, 98-74	W	98-74	98	74	98	74
2019-02-09	C	Purdue	B10	Nebraska	H	W, 81-62	W	81-62	81	62	81	62
2019-01-13	C	Villanova	BE	Creighton	A	W, 90-78	W	90-78	90	78	90	78
2018-11-22	N	Wisconsin	B10	Oklahoma	N	W, 78-58	W	78-58	78	58	78	58
2019-01-31	C	Penn St.	B10	Purdue	H	L, 99-90	L	99-90	99	90	90	99
