DATE	TYPE	TeamA	ConfA	TeamB	VenueA	RESULT	ResultA	Scores	split_1	split_2	ScoreA	ScoreB
2019-02-13	C	Tennessee	SEC	South Carolina	H	W, 85-73	W	85-73	85	73	85	73
2018-11-21	N	Tennessee	SEC	Louisville	N	W, 92-81	W	92-81	92	81	92	81
2018-11-09	N	LSU	SEC	UNC Greensboro	H	W, 97-91	W	97-91	97	91	97	91
2019-02-16	C	Arizona St.	P12	Utah	A	W, 98-87	W	98-87	98	87	98	87
2018-12-20	N	Purdue	B10	Ohio	H	W, 95-67	W	95-67	95	67	95	67
2019-02-13	C	Villanova	BE	Providence	H	W, 85-67	W	85-67	85	67	85	67
2019-01-26	N	Georgia	SEC	Texas	H	W, 98-88	W	98-88	98	88	98	88
2019-03-24	P	TCU	B12	Nebraska	H	W, 88-72	W	88-72	88	72	88	72
2018-12-08	N	South Carolina	SEC	Michigan	A	L, 89-78	L	89-78	89	78	78	89
2019-01-03	C	Purdue	B10	Iowa	H	W, 86-70	W	86-70	86	70	86	70
2018-11-09	N	Massachusetts	A10	New Hampshire	H	W, 104-75	W	104-75	104	75	104	75
2018-12-01	C	Michigan	B10	Purdue	H	W, 76-57	W	76-57	76	57	76	57
2019-03-15	CT	SMU	Amer	Cincinnati	N	L, 82-74	L	82-74	82	74	74	82
2019-01-09	C	West Virginia	B12	Kansas St.	A	L, 71-69	L	71-69	71	69	69	71
2019-03-09	C	Auburn	SEC	Tennessee	H	W, 84-80	W	84-80	84	80	84	80
2019-03-16	CT	Kentucky	SEC	Tennessee	N	L, 82-78	L	82-78	82	78	78	82
2018-11-16	N	Virginia	ACC	Coppin St.	H	W, 97-40	W	97-40	97	40	97	40
2019-03-15	CT	Tennessee	SEC	Mississippi St.	N	W, 83-76	W	83-76	83	76	83	76
2019-02-09	C	TCU	B12	Iowa St.	A	W, 92-83	W	92-83	92	83	92	83
2018-12-01	N	Villanova	BE	La Salle	A	W, 85-78	W	85-78	85	78	85	78
2019-01-26	C	Mississippi St.	SEC	Auburn	H	W, 92-84	W	92-84	92	84	92	84
2019-02-27	C	La Salle	A10	Davidson	H	W, 79-69	W	79-69	79	69	79	69
2019-01-11	C	Indiana	B10	Maryland	A	L, 78-75	L	78-75	78	75	75	78
2019-02-16	C	Butler	BE	DePaul	H	W, 91-78	W	91-78	91	78	91	78
2019-02-27	C	Houston	Amer	East Carolina	A	W, 99-65	W	99-65	99	65	99	65
2019-03-09	C	Louisville	ACC	Virginia	A	L, 73-68	L	73-68	73	68	68	73
2019-02-23	C	Marquette	BE	Providence	A	W, 76-58	W	76-58	76	58	76	58
2018-12-22	N	Auburn	SEC	Murray St.	H	W, 93-88	W	93-88	93	88	93	88
2019-02-12	C	Marquette	BE	DePaul	A	W, 92-73	W	92-73	92	73	92	73
2019-02-02	C	South Carolina	SEC	Georgia	A	W, 86-80	W	86-80	86	80	86	80
2019-01-12	C	Louisville	ACC	North Carolina	A	W, 83-62	W	83-62	83	62	83	62
2019-03-09	C	Utah	P12	UCLA	H	W, 92-81	W	92-81	92	81	92	81
2019-03-29	T	Virginia Tech	ACC	Duke	N	L, 75-73	L	75-73	75	73	73	75
2019-02-23	C	Kentucky	SEC	Auburn	H	W, 80-53	W	80-53	80	53	80	53
2018-12-21	N	Iowa St.	B12	Eastern Illinois	H	W, 101-53	W	101-53	101	53	101	53
2019-03-07	C	SMU	Amer	Houston	A	L, 90-79	L	90-79	90	79	79	90
2019-02-13	C	Texas Tech	B12	Oklahoma St.	A	W, 78-50	W	78-50	78	50	78	50
2019-03-09	C	Virginia	ACC	Louisville	H	W, 73-68	W	73-68	73	68	73	68
2019-03-14	CT	West Virginia	B12	Texas Tech	N	W, 79-74	W	79-74	79	74	79	74
2019-02-27	C	Auburn	SEC	Georgia	A	W, 78-75	W	78-75	78	75	78	75
2019-03-28	T	Tennessee	SEC	Purdue	N	L, 99-94	L	99-94	99	94	94	99
2019-01-15	C	Purdue	B10	Rutgers	H	W, 89-54	W	89-54	89	54	89	54
2019-02-06	C	Temple	Amer	Connecticut	H	W, 81-63	W	81-63	81	63	81	63
2018-11-28	N	Mississippi	SEC	San Diego	H	W, 93-86	W	93-86	93	86	93	86
2019-01-16	C	Illinois	B10	Minnesota	H	W, 95-68	W	95-68	95	68	95	68
2018-11-18	N	Michigan St.	B10	Tennessee Tech	H	W, 101-33	W	101-33	101	33	101	33
2019-02-27	C	Texas	B12	Baylor	A	L, 84-83	L	84-83	84	83	83	84
2019-01-26	N	Iowa St.	B12	Mississippi	A	W, 87-73	W	87-73	87	73	87	73
2019-02-23	C	Miami FL	ACC	Georgia Tech	H	W, 80-65	W	80-65	80	65	80	65
2019-01-12	C	Auburn	SEC	Georgia	H	W, 93-78	W	93-78	93	78	93	78
2019-03-10	C	Houston	Amer	Cincinnati	A	W, 85-69	W	85-69	85	69	85	69
2019-03-09	C	Rhode Island	A10	Massachusetts	H	W, 94-75	W	94-75	94	75	94	75
2019-01-12	C	Oklahoma St.	B12	West Virginia	A	W, 85-77	W	85-77	85	77	85	77
2018-12-08	N	Michigan	B10	South Carolina	H	W, 89-78	W	89-78	89	78	89	78
2019-02-27	C	Baylor	B12	Texas	H	W, 84-83	W	84-83	84	83	84	83
2019-03-14	CT	Connecticut	Amer	South Florida	N	W, 80-73	W	80-73	80	73	80	73
2019-02-09	C	Dayton	A10	Rhode Island	A	W, 77-48	W	77-48	77	48	77	48
2019-02-02	C	Kansas St.	B12	Oklahoma St.	A	W, 75-57	W	75-57	75	57	75	57
2018-11-26	N	Nebraska	B10	Clemson	A	W, 68-66	W	68-66	68	66	68	66
2019-03-19	P	Arkansas	SEC	Providence	A	W, 84-72	W	84-72	84	72	84	72
2019-01-30	C	Richmond	A10	Saint Louis	A	W, 84-81	W	84-81	84	81	84	81
2018-11-27	N	North Carolina St.	ACC	Wisconsin	A	L, 79-75	L	79-75	79	75	75	79
2019-02-09	C	Oklahoma St.	B12	Kansas	A	L, 84-72	L	84-72	84	72	72	84
2019-02-02	C	Kansas	B12	Texas Tech	H	W, 79-63	W	79-63	79	63	79	63
2019-02-16	C	Georgia	SEC	LSU	H	L, 83-79	L	83-79	83	79	79	83
2018-12-19	N	Cincinnati	Amer	UCLA	H	W, 93-64	W	93-64	93	64	93	64
2019-01-15	C	TCU	B12	West Virginia	H	W, 98-67	W	98-67	98	67	98	67
2019-03-03	C	Tulsa	Amer	East Carolina	H	W, 91-78	W	91-78	91	78	91	78
2018-12-08	N	Oregon	P12	Nebraska Omaha	H	W, 84-61	W	84-61	84	61	84	61
2018-11-23	N	Villanova	BE	Oklahoma St.	N	W, 77-58	W	77-58	77	58	77	58
2019-03-16	CT	Michigan	B10	Minnesota	N	W, 76-49	W	76-49	76	49	76	49
2018-11-28	N	Michigan	B10	North Carolina	H	W, 84-67	W	84-67	84	67	84	67
2019-02-16	C	North Carolina	ACC	Wake Forest	A	W, 95-57	W	95-57	95	57	95	57
2018-11-19	N	Duke	ACC	San Diego St.	N	W, 90-64	W	90-64	90	64	90	64
2019-01-03	C	Utah	P12	Arizona St.	A	W, 96-86	W	96-86	96	86	96	86
2019-02-06	C	Texas	B12	Baylor	H	W, 84-72	W	84-72	84	72	84	72
2018-12-03	C	Michigan St.	B10	Iowa	H	W, 90-68	W	90-68	90	68	90	68
2019-03-03	C	Maryland	B10	Michigan	H	L, 69-62	L	69-62	69	62	62	69
2019-01-06	C	Houston	Amer	Memphis	H	W, 90-77	W	90-77	90	77	90	77
2019-03-24	T	North Carolina	ACC	Washington	N	W, 81-59	W	81-59	81	59	81	59
2018-11-18	N	Wichita St.	Amer	Alabama	N	L, 90-86	L	90-86	90	86	86	90
2019-01-31	C	Arizona	P12	Arizona St.	A	L, 95-88	L	95-88	95	88	88	95
2018-11-21	N	Creighton	BE	Clemson	N	W, 87-82	W	87-82	87	82	87	82
2019-01-16	C	Kansas St.	B12	Oklahoma	A	W, 74-61	W	74-61	74	61	74	61
2019-02-12	C	Kansas St.	B12	Texas	A	W, 71-64	W	71-64	71	64	71	64
2019-01-24	C	Cincinnati	Amer	Tulsa	H	W, 88-64	W	88-64	88	64	88	64
2019-01-19	C	Duke	ACC	Virginia	H	W, 72-70	W	72-70	72	70	72	70
2019-02-28	C	California	P12	Washington	H	W, 76-73	W	76-73	76	73	76	73
2018-12-29	N	Florida	SEC	Butler	H	W, 77-43	W	77-43	77	43	77	43
2019-03-20	P	Butler	BE	Nebraska	A	L, 80-76	L	80-76	80	76	76	80
2019-03-03	C	Michigan	B10	Maryland	A	W, 69-62	W	69-62	69	62	69	62
2018-12-20	N	Notre Dame	ACC	Jacksonville	H	W, 100-74	W	100-74	100	74	100	74
2019-02-09	C	North Carolina St.	ACC	Pittsburgh	A	W, 79-76	W	79-76	79	76	79	76
2019-02-16	C	Texas Tech	B12	Baylor	H	W, 86-61	W	86-61	86	61	86	61
2019-01-27	C	Florida St.	ACC	Miami FL	A	W, 78-66	W	78-66	78	66	78	66
2019-01-02	C	Cincinnati	Amer	Tulane	H	W, 93-61	W	93-61	93	61	93	61
2018-11-28	N	Maryland	B10	Virginia	H	L, 76-71	L	76-71	76	71	71	76
2019-02-01	C	Davidson	A10	St. Bonaventure	A	W, 75-66	W	75-66	75	66	75	66
2019-01-27	C	Minnesota	B10	Iowa	H	W, 92-87	W	92-87	92	87	92	87
2019-01-12	C	Tennessee	SEC	Florida	A	W, 78-67	W	78-67	78	67	78	67
2018-12-01	N	La Salle	A10	Villanova	H	L, 85-78	L	85-78	85	78	78	85
2019-03-17	CT	Auburn	SEC	Tennessee	N	W, 84-64	W	84-64	84	64	84	64
2019-01-27	C	Purdue	B10	Michigan St.	H	W, 73-63	W	73-63	73	63	73	63
2018-11-22	N	Tulsa	Amer	Nevada	N	L, 96-86	L	96-86	96	86	86	96
2019-01-06	C	Louisville	ACC	Miami FL	H	W, 90-73	W	90-73	90	73	90	73
2019-02-05	C	Michigan	B10	Rutgers	A	W, 77-65	W	77-65	77	65	77	65
2019-03-23	T	Florida St.	ACC	Murray St.	N	W, 90-62	W	90-62	90	62	90	62
2019-03-24	T	UCF	Amer	Duke	N	L, 77-76	L	77-76	77	76	76	77
2019-01-16	C	Iowa	B10	Penn St.	A	W, 89-82	W	89-82	89	82	89	82
2019-03-03	C	DePaul	BE	St. John's	H	W, 92-83	W	92-83	92	83	92	83
2019-01-02	C	Texas	B12	Kansas St.	A	W, 67-47	W	67-47	67	47	67	47
2019-03-24	T	Oregon	P12	UC Irvine	N	W, 73-54	W	73-54	73	54	73	54
2019-03-08	C	Virginia Tech	ACC	Miami FL	H	W, 84-70	W	84-70	84	70	84	70
2018-11-24	N	Texas Tech	B12	Northern Colorado	H	W, 93-62	W	93-62	93	62	93	62
2018-12-21	N	Michigan St.	B10	Oakland	H	W, 99-69	W	99-69	99	69	99	69
2018-11-06	N	LSU	SEC	Southeastern Louisia	H	W, 94-63	W	94-63	94	63	94	63
2019-01-19	C	Virginia	ACC	Duke	A	L, 72-70	L	72-70	72	70	70	72
2019-02-07	C	Iowa	B10	Indiana	A	W, 77-72	W	77-72	77	72	77	72
2019-02-02	C	North Carolina	ACC	Louisville	A	W, 79-69	W	79-69	79	69	79	69
2019-03-07	C	Houston	Amer	SMU	H	W, 90-79	W	90-79	90	79	90	79
2019-01-19	C	Auburn	SEC	Kentucky	H	L, 82-80	L	82-80	82	80	80	82
2018-11-30	C	Michigan St.	B10	Rutgers	A	W, 78-67	W	78-67	78	67	78	67
2018-12-05	C	Nebraska	B10	Minnesota	A	L, 85-78	L	85-78	85	78	78	85
2019-01-19	C	Baylor	B12	Texas Tech	H	W, 73-62	W	73-62	73	62	73	62
2019-01-05	C	Butler	BE	Creighton	H	W, 84-69	W	84-69	84	69	84	69
2019-03-02	C	Iowa St.	B12	Texas	A	L, 86-69	L	86-69	86	69	69	86
2019-01-19	C	North Carolina	ACC	Miami FL	A	W, 85-76	W	85-76	85	76	85	76
2018-11-06	N	Auburn	SEC	South Alabama	H	W, 101-58	W	101-58	101	58	101	58
2019-02-13	C	Virginia Tech	ACC	Georgia Tech	H	W, 76-68	W	76-68	76	68	76	68
2019-01-05	C	Tennessee	SEC	Georgia	H	W, 96-50	W	96-50	96	50	96	50
2018-11-25	N	Oklahoma St.	B12	LSU	N	W, 90-77	W	90-77	90	77	90	77
2018-12-22	N	Seton Hall	BE	Maryland	A	W, 78-74	W	78-74	78	74	78	74
2019-03-06	C	West Virginia	B12	Iowa St.	H	W, 90-75	W	90-75	90	75	90	75
2019-03-09	C	Xavier	BE	St. John's	H	W, 81-68	W	81-68	81	68	81	68
2019-02-16	C	Minnesota	B10	Indiana	H	W, 84-63	W	84-63	84	63	84	63
2019-02-04	C	Louisville	ACC	Virginia Tech	A	W, 72-64	W	72-64	72	64	72	64
2019-03-15	CT	Michigan St.	B10	Ohio St.	N	W, 77-70	W	77-70	77	70	77	70
2019-01-12	C	Minnesota	B10	Rutgers	H	W, 88-70	W	88-70	88	70	88	70
2019-01-17	C	Washington	P12	Stanford	H	W, 80-64	W	80-64	80	64	80	64
2019-01-26	C	Connecticut	Amer	Wichita St.	H	W, 80-60	W	80-60	80	60	80	60
2018-11-26	N	TCU	B12	Eastern Michigan	H	W, 87-69	W	87-69	87	69	87	69
2019-03-06	C	DePaul	BE	Georgetown	H	W, 101-69	W	101-69	101	69	101	69
2019-01-06	C	Miami FL	ACC	Louisville	A	L, 90-73	L	90-73	90	73	73	90
2019-01-13	C	South Carolina	SEC	Missouri	H	W, 85-75	W	85-75	85	75	85	75
2019-01-19	C	Texas	B12	Oklahoma	H	W, 75-72	W	75-72	75	72	75	72
2019-01-23	C	Purdue	B10	Ohio St.	A	W, 79-67	W	79-67	79	67	79	67
2019-02-23	C	Texas A&M	SEC	Arkansas	A	W, 87-80	W	87-80	87	80	87	80
2018-11-22	N	Texas	B12	North Carolina	N	W, 92-89	W	92-89	92	89	92	89
2019-03-09	C	Villanova	BE	Seton Hall	A	L, 79-75	L	79-75	79	75	75	79
2019-03-17	CT	Cincinnati	Amer	Houston	N	W, 69-57	W	69-57	69	57	69	57
2019-01-26	C	Virginia Tech	ACC	Syracuse	H	W, 78-56	W	78-56	78	56	78	56
2019-01-16	C	Wichita St.	Amer	UCF	H	W, 75-67	W	75-67	75	67	75	67
2019-01-08	C	LSU	SEC	Alabama	H	W, 88-79	W	88-79	88	79	88	79
2019-03-24	T	Texas Tech	B12	Buffalo	N	W, 78-58	W	78-58	78	58	78	58
2019-02-12	C	LSU	SEC	Kentucky	A	W, 73-71	W	73-71	73	71	73	71
2019-02-27	C	UCF	Amer	South Florida	A	W, 75-63	W	75-63	75	63	75	63
2018-12-15	N	Kentucky	SEC	Utah	H	W, 88-61	W	88-61	88	61	88	61
2018-11-10	N	Houston	Amer	Alabama A&M	H	W, 101-54	W	101-54	101	54	101	54
2018-12-29	N	Kentucky	SEC	Louisville	A	W, 71-58	W	71-58	71	58	71	58
2019-03-29	T	Duke	ACC	Virginia Tech	N	W, 75-73	W	75-73	75	73	75	73
2019-02-12	C	Missouri	SEC	Arkansas	H	W, 79-78	W	79-78	79	78	79	78
2019-03-09	C	Michigan St.	B10	Michigan	H	W, 75-63	W	75-63	75	63	75	63
2019-03-14	CT	Duke	ACC	Syracuse	N	W, 84-72	W	84-72	84	72	84	72
2019-01-30	C	Syracuse	ACC	Boston College	A	W, 77-71	W	77-71	77	71	77	71
2019-02-11	C	Virginia	ACC	North Carolina	A	W, 69-61	W	69-61	69	61	69	61
2019-02-05	C	Auburn	SEC	Florida	H	W, 76-62	W	76-62	76	62	76	62
2019-03-27	P	North Carolina St.	ACC	Lipscomb	H	L, 94-93	L	94-93	94	93	93	94
2019-01-08	C	Maryland	B10	Minnesota	A	W, 82-67	W	82-67	82	67	82	67
2019-01-05	C	Ohio St.	B10	Michigan St.	H	L, 86-77	L	86-77	86	77	77	86
2019-02-05	C	North Carolina St.	ACC	North Carolina	A	L, 113-96	L	113-96	113	96	96	113
2019-04-08	T	Texas Tech	B12	Virginia	N	L, 85-77	L	85-77	85	77	77	85
2019-02-12	C	Mississippi St.	SEC	Alabama	H	W, 81-62	W	81-62	81	62	81	62
2018-12-28	N	Virginia Tech	ACC	Maryland Eastern Sho	H	W, 85-40	W	85-40	85	40	85	40
2019-02-19	C	Baylor	B12	Iowa St.	A	W, 73-69	W	73-69	73	69	73	69
2019-03-09	C	Providence	BE	Butler	H	W, 83-70	W	83-70	83	70	83	70
2019-02-16	C	Florida	SEC	Alabama	A	W, 71-53	W	71-53	71	53	71	53
2019-02-09	C	Richmond	A10	George Washington	H	W, 89-63	W	89-63	89	63	89	63
2019-02-24	C	Michigan	B10	Michigan St.	H	L, 77-70	L	77-70	77	70	70	77
2019-02-23	C	Richmond	A10	La Salle	A	W, 84-75	W	84-75	84	75	84	75
2019-01-14	C	Maryland	B10	Wisconsin	H	W, 64-60	W	64-60	64	60	64	60
2019-02-07	C	Houston	Amer	UCF	A	W, 77-68	W	77-68	77	68	77	68
2019-03-21	T	Louisville	ACC	Minnesota	N	L, 86-76	L	86-76	86	76	76	86
2019-02-02	C	Auburn	SEC	Alabama	H	W, 84-63	W	84-63	84	63	84	63
2019-01-12	C	Duke	ACC	Florida St.	A	W, 80-78	W	80-78	80	78	80	78
2019-02-26	C	Duke	ACC	Virginia Tech	A	L, 77-72	L	77-72	77	72	72	77
2019-03-09	C	George Mason	A10	George Washington	A	W, 81-65	W	81-65	81	65	81	65
2019-03-22	T	Oregon	P12	Wisconsin	N	W, 72-54	W	72-54	72	54	72	54
2018-11-18	N	West Virginia	B12	Saint Joseph's	N	W, 97-90	W	97-90	97	90	97	90
2019-01-21	C	Virginia Tech	ACC	North Carolina	A	L, 103-82	L	103-82	103	82	82	103
2018-11-29	N	SMU	Amer	McNeese St.	H	W, 91-59	W	91-59	91	59	91	59
2019-02-05	C	Illinois	B10	Michigan St.	H	W, 79-74	W	79-74	79	74	79	74
2019-03-02	C	Virginia	ACC	Pittsburgh	H	W, 73-49	W	73-49	73	49	73	49
2018-11-14	N	Richmond	A10	St. Francis NY	H	W, 88-66	W	88-66	88	66	88	66
2018-11-20	N	Xavier	BE	San Diego St.	N	L, 79-74	L	79-74	79	74	74	79
2019-01-05	C	Arizona St.	P12	Colorado	H	W, 83-61	W	83-61	83	61	83	61
2019-03-16	CT	Auburn	SEC	Florida	N	W, 65-62	W	65-62	65	62	65	62
2019-01-01	C	St. John's	BE	Marquette	H	W, 89-69	W	89-69	89	69	89	69
2019-01-26	C	Marquette	BE	Xavier	A	W, 87-82	W	87-82	87	82	87	82
2019-03-06	C	Oregon St.	P12	Washington	A	L, 81-76	L	81-76	81	76	76	81
2019-01-27	C	Iowa	B10	Minnesota	A	L, 92-87	L	92-87	92	87	87	92
2019-02-12	C	Texas	B12	Kansas St.	H	L, 71-64	L	71-64	71	64	64	71
2019-03-13	CT	Virginia Tech	ACC	Miami FL	N	W, 71-56	W	71-56	71	56	71	56
2019-03-15	CT	Rhode Island	A10	VCU	N	W, 75-70	W	75-70	75	70	75	70
2019-03-14	CT	Richmond	A10	Saint Louis	N	L, 71-68	L	71-68	71	68	68	71
2019-02-02	C	USC	P12	Washington St.	A	W, 93-84	W	93-84	93	84	93	84
2019-01-26	C	UCLA	P12	Arizona	H	W, 90-69	W	90-69	90	69	90	69
2018-11-13	N	Louisville	ACC	Southern	H	W, 104-54	W	104-54	104	54	104	54
2019-03-14	CT	Mississippi St.	SEC	Texas A&M	N	W, 80-54	W	80-54	80	54	80	54
2018-11-24	N	West Virginia	B12	Valparaiso	H	W, 88-76	W	88-76	88	76	88	76
2019-02-27	C	Penn St.	B10	Maryland	H	W, 78-61	W	78-61	78	61	78	61
2019-01-30	C	Tulsa	Amer	Memphis	H	W, 95-79	W	95-79	95	79	95	79
2019-01-30	C	Mississippi	SEC	Florida	A	L, 90-86	L	90-86	90	86	86	90
2018-11-13	N	Miami FL	ACC	Stephen F. Austin	H	W, 96-58	W	96-58	96	58	96	58
2019-03-07	C	Utah	P12	USC	H	W, 83-74	W	83-74	83	74	83	74
2019-02-19	C	Florida St.	ACC	Clemson	A	W, 77-64	W	77-64	77	64	77	64
2019-03-25	P	DePaul	BE	Longwood	H	W, 97-89	W	97-89	97	89	97	89
2018-11-06	N	Kansas	B12	Michigan St.	N	W, 92-87	W	92-87	92	87	92	87
2018-12-20	N	Pittsburgh	ACC	New Orleans	H	W, 99-57	W	99-57	99	57	99	57
2018-11-23	N	UCLA	P12	North Carolina	N	L, 94-78	L	94-78	94	78	78	94
2018-12-15	N	Virginia Tech	ACC	Washington	N	W, 73-61	W	73-61	73	61	73	61
2019-03-03	C	Boston College	ACC	Georgia Tech	A	L, 81-78	L	81-78	81	78	78	81
2019-03-15	CT	Cincinnati	Amer	SMU	N	W, 82-74	W	82-74	82	74	82	74
2019-01-24	C	Oregon St.	P12	Washington St.	H	W, 90-77	W	90-77	90	77	90	77
2018-11-13	N	Wisconsin	B10	Xavier	A	W, 77-68	W	77-68	77	68	77	68
2019-03-05	C	Mississippi	SEC	Kentucky	H	L, 80-76	L	80-76	80	76	76	80
2019-04-03	P	DePaul	BE	South Florida	H	W, 100-96	W	100-96	100	96	100	96
2018-12-09	N	Tennessee	SEC	Gonzaga	N	W, 76-73	W	76-73	76	73	76	73
2019-01-09	C	Virginia	ACC	Boston College	A	W, 83-56	W	83-56	83	56	83	56
2019-02-09	C	Virginia	ACC	Duke	H	L, 81-71	L	81-71	81	71	71	81
2019-02-19	C	Kentucky	SEC	Missouri	A	W, 66-58	W	66-58	66	58	66	58
2019-01-19	C	Oklahoma	B12	Texas	A	L, 75-72	L	75-72	75	72	72	75
2019-01-28	C	TCU	B12	Texas Tech	A	L, 84-65	L	84-65	84	65	65	84
2019-01-26	C	Washington	P12	Oregon St.	A	W, 79-69	W	79-69	79	69	79	69
2019-01-23	C	Houston	Amer	East Carolina	H	W, 94-50	W	94-50	94	50	94	50
2019-01-11	C	Maryland	B10	Indiana	H	W, 78-75	W	78-75	78	75	78	75
2019-01-06	C	Indiana	B10	Michigan	A	L, 74-63	L	74-63	74	63	63	74
2019-02-09	C	Michigan St.	B10	Minnesota	H	W, 79-55	W	79-55	79	55	79	55
2019-03-05	C	Nebraska	B10	Michigan St.	A	L, 91-76	L	91-76	91	76	76	91
2018-11-14	N	Kentucky	SEC	North Dakota	H	W, 96-58	W	96-58	96	58	96	58
2018-11-09	N	Wichita St.	Amer	Providence	N	W, 83-80	W	83-80	83	80	83	80
2018-12-11	N	UCF	Amer	Georgia Southern	H	W, 95-88	W	95-88	95	88	95	88
2019-01-29	C	Texas	B12	Kansas	H	W, 73-63	W	73-63	73	63	73	63
2018-12-15	N	Louisville	ACC	Kent St.	H	W, 83-70	W	83-70	83	70	83	70
2019-03-21	T	Kentucky	SEC	Abilene Christian	N	W, 79-44	W	79-44	79	44	79	44
2019-02-26	C	Ohio St.	B10	Iowa	H	W, 90-70	W	90-70	90	70	90	70
2019-01-26	C	Xavier	BE	Marquette	H	L, 87-82	L	87-82	87	82	82	87
2018-11-10	N	Wake Forest	ACC	North Carolina A&T	H	W, 90-78	W	90-78	90	78	90	78
2019-02-27	C	Oklahoma St.	B12	Texas Tech	A	L, 84-80	L	84-80	84	80	80	84
2018-12-08	N	Fordham	A10	Rutgers	H	W, 78-70	W	78-70	78	70	78	70
2018-11-19	N	Creighton	BE	Boise St.	N	W, 94-82	W	94-82	94	82	94	82
2019-01-06	C	Iowa	B10	Nebraska	H	W, 93-84	W	93-84	93	84	93	84
2019-02-02	C	Notre Dame	ACC	Boston College	A	W, 79-73	W	79-73	79	73	79	73
2018-11-21	N	SMU	Amer	Wright St.	N	W, 77-76	W	77-76	77	76	77	76
2019-02-02	C	Arkansas	SEC	LSU	A	W, 90-89	W	90-89	90	89	90	89
2019-01-15	C	Mississippi St.	SEC	Florida	H	W, 71-68	W	71-68	71	68	71	68
2019-03-09	C	Georgetown	BE	Marquette	A	W, 86-84	W	86-84	86	84	86	84
2019-02-09	C	Baylor	B12	Kansas St.	H	L, 70-63	L	70-63	70	63	63	70
2019-02-05	C	La Salle	A10	Saint Joseph's	H	W, 83-69	W	83-69	83	69	83	69
2019-03-24	T	Duke	ACC	UCF	N	W, 77-76	W	77-76	77	76	77	76
2019-01-16	C	Auburn	SEC	Texas A&M	A	W, 85-66	W	85-66	85	66	85	66
2019-01-16	C	Clemson	ACC	Georgia Tech	H	W, 72-60	W	72-60	72	60	72	60
2018-12-31	N	Virginia	ACC	Marshall	H	W, 100-64	W	100-64	100	64	100	64
2019-03-17	CT	Michigan St.	B10	Michigan	N	W, 65-60	W	65-60	65	60	65	60
2018-12-04	N	Boston College	ACC	Providence	H	L, 100-95	L	100-95	100	95	95	100
2019-03-22	T	UCF	Amer	VCU	N	W, 73-58	W	73-58	73	58	73	58
2018-12-29	N	Memphis	Amer	Florida A&M	H	W, 96-65	W	96-65	96	65	96	65
2019-02-09	C	Tennessee	SEC	Florida	H	W, 73-61	W	73-61	73	61	73	61
2019-03-10	C	SMU	Amer	South Florida	A	W, 77-71	W	77-71	77	71	77	71
2019-02-23	C	Utah	P12	Washington St.	A	W, 92-79	W	92-79	92	79	92	79
2019-01-12	C	Washington	P12	Colorado	A	W, 77-70	W	77-70	77	70	77	70
2019-01-06	C	Wisconsin	B10	Penn St.	A	W, 71-52	W	71-52	71	52	71	52
2018-12-04	N	Miami FL	ACC	Penn	A	L, 89-75	L	89-75	89	75	75	89
2018-11-18	N	Saint Joseph's	A10	West Virginia	N	L, 97-90	L	97-90	97	90	90	97
2018-12-29	N	Tennessee	SEC	Tennessee Tech	H	W, 96-53	W	96-53	96	53	96	53
2019-01-05	C	TCU	B12	Baylor	H	W, 85-81	W	85-81	85	81	85	81
2019-03-20	P	Nebraska	B10	Butler	H	W, 80-76	W	80-76	80	76	80	76
2019-03-06	C	LSU	SEC	Florida	A	W, 79-78	W	79-78	79	78	79	78
2019-01-18	C	Maryland	B10	Ohio St.	A	W, 75-61	W	75-61	75	61	75	61
2019-03-09	C	Mississippi	SEC	Missouri	A	W, 73-68	W	73-68	73	68	73	68
2018-12-02	N	SMU	Amer	Oral Roberts	H	W, 79-67	W	79-67	79	67	79	67
2019-01-08	C	Michigan St.	B10	Purdue	H	W, 77-59	W	77-59	77	59	77	59
2018-11-06	N	Stanford	P12	Seattle	H	W, 96-74	W	96-74	96	74	96	74
2019-02-24	C	UCF	Amer	SMU	H	W, 95-48	W	95-48	95	48	95	48
2018-11-16	N	St. John's	BE	Rutgers	A	W, 84-65	W	84-65	84	65	84	65
2019-03-09	C	Oklahoma St.	B12	West Virginia	H	W, 85-77	W	85-77	85	77	85	77
2018-11-20	N	Iowa St.	B12	Illinois	N	W, 84-68	W	84-68	84	68	84	68
2019-02-16	C	Duke	ACC	North Carolina St.	H	W, 94-78	W	94-78	94	78	94	78
2018-12-29	N	Penn St.	B10	UMBC	H	W, 74-52	W	74-52	74	52	74	52
2018-11-22	N	Dayton	A10	Virginia	N	L, 66-59	L	66-59	66	59	59	66
2019-01-22	C	Duke	ACC	Pittsburgh	A	W, 79-64	W	79-64	79	64	79	64
2018-12-01	N	Arkansas	SEC	FIU	H	W, 121-89	W	121-89	121	89	121	89
2019-01-22	C	Texas A&M	SEC	Florida	A	L, 81-72	L	81-72	81	72	72	81
2019-02-03	C	Creighton	BE	Xavier	H	W, 76-54	W	76-54	76	54	76	54
2019-01-23	C	LSU	SEC	Georgia	H	W, 92-82	W	92-82	92	82	92	82
2019-02-09	C	Miami FL	ACC	North Carolina	A	L, 88-85	L	88-85	88	85	85	88
2019-03-12	CT	Pittsburgh	ACC	Boston College	N	W, 80-70	W	80-70	80	70	80	70
